Distance, Theta
6.500000, 6.040050
6.500000, 6.088370
6.500000, 6.094410
6.500000, 6.136690
6.500000, 6.142730
6.500000, 6.106490
6.500000, 6.094410
6.500000, 6.136690
6.500000, 6.172930
6.500000, 6.178970
6.500000, 6.209171
6.500000, 6.209171
6.500000, 6.209171
6.500000, 6.166891
6.500000, 6.257491
6.500000, 6.191051
6.500000, 6.275611
6.500000, 6.172930
6.500000, 6.317892
6.500000, 6.366212
6.500000, 6.281651
6.500000, 6.287692
6.500000, 6.251451
6.500000, 6.323932
6.500000, 6.311852
6.500000, 6.323932
6.500000, 6.396412
6.500000, 6.299771
6.500000, 6.342052
6.500000, 6.348092
6.500000, 6.390372
6.500000, 6.396412
6.500000, 6.311852
6.500000, 6.414532
6.500000, 6.414532
6.500000, 6.432652
6.500000, 6.438693
6.500000, 6.450773
6.500000, 6.462853
6.500000, 6.499093
6.500000, 6.517213
6.500000, 6.535334
6.500000, 6.480973
6.500000, 6.529294
6.500000, 6.487013
6.500000, 6.505133
6.500000, 6.487013
6.500000, 6.571574
6.500000, 6.517213
6.500000, 6.547413
6.500000, 6.553453
6.500000, 6.553453
6.295886, 6.541373
6.262882, 6.408493
6.229023, 6.474933
6.196476, 6.432652
6.162889, 6.378292
6.129656, 6.257491
6.095917, 6.329972
6.063192, 6.215211
6.029334, 6.251451
5.996507, 6.221251
5.963156, 6.003809
5.929831, 6.040050
5.895973, 5.919249
5.863146, 5.852808
5.863146, 5.840728
5.829364, 5.623286
5.796267, 5.792408
5.762401, 5.599126
5.729752, 5.810527
5.695699, 5.997769
5.663042, 5.937368
5.629218, 5.949449
5.596070, 5.937368
5.562609, 5.864888
5.529681, 5.756167
5.496212, 5.744087
5.462633, 5.430005
5.429249, 5.574965
5.395382, 5.164242
5.328867, 5.291083
5.295651, 5.345444
5.262284, 5.218603
5.196073, 5.049481
5.162307, 4.989081
5.129227, 4.952840
5.062974, 4.910560
5.029699, 4.735399
4.996611, 5.055521
4.963091, 5.007201
4.896127, 5.164242
4.863622, 5.007201
4.829840, 4.813920
4.796819, 4.693119
4.763130, 4.578357
4.696496, 4.511917
4.664227, 4.699158
4.630801, 4.306555
4.597509, 4.578357
4.563812, 4.632718
4.531214, 4.638758
4.464512, 4.481717
4.430629, 4.451516
4.397126, 4.300515
4.363428, 4.113274
4.330686, 4.203874
4.297217, 4.197834
4.263299, 4.016633
4.229653, 4.240115
4.196556, 4.240115
4.162900, 4.137434
4.130455, 4.149514
4.096529, 3.998513
4.063601, 4.083073
4.029346, 3.799191
3.996409, 3.442828
3.996409, 3.835431
3.996409, 4.270315
3.996409, 4.125354
3.996409, 3.835431
3.996409, 3.871672
3.996409, 3.853551
3.996409, 4.034753
3.996409, 3.895832
3.996409, 3.907912
3.996409, 3.406588
3.831248, 3.654230
3.797220, 3.720670
3.764605, 3.726711
3.730612, 3.460948
3.697185, 3.442828
3.663522, 3.720670
3.630534, 3.521349
3.596769, 3.309947
3.596769, 3.466988
3.596769, 3.382428
3.596769, 3.382428
3.596769, 3.503229
3.596769, 3.424708
3.596769, 3.569669
3.596769, 3.424708
3.596769, 2.476420
3.596769, 0.809367
3.596769, 0.948288
3.596769, 1.268410
3.596769, 0.924128
3.596769, 1.057009
3.419053, 1.123449
3.386032, 1.793895
3.353273, 2.240858
3.319525, 1.642893
3.286014, 1.642893
3.252697, 1.630813
3.218712, 1.751614
3.186173, 1.993216
3.152493, 0.869767
3.119725, 0.640245
3.085842, 0.887887
3.053159, 0.827487
3.019470, 0.785206
2.987083, 1.751614
2.987083, 1.938856
2.953487, 1.141569
2.920001, 1.395251
2.886930, 2.192538
2.853621, 2.126097
2.821006, 1.624773
2.787013, 1.733494
2.754034, 1.836175
2.719744, 2.168378
2.686901, 2.325419
2.653170, 2.597221
2.619735, 2.246898
2.585936, 2.319379
2.552737, 2.277099
2.519437, 2.319379
2.486382, 2.597221
2.452651, 2.283139
2.419368, 2.416020
2.385890, 1.999256
2.352726, 2.361659
2.318529, 2.095897
2.285703, 2.355619
2.251600, 1.938856
2.199499, 2.349579
2.195108, 2.283139
2.180128, 2.337499
2.113575, 2.349579
2.113575, 1.938856
2.113575, 1.920736
2.113575, 1.775774
2.113575, 1.926776
2.113575, 2.053617
2.113575, 1.479812
2.113575, 1.630813
2.113575, 1.944896
2.113575, 2.095897
2.113575, 2.271059
2.113575, 2.138177
2.113575, 1.890535
2.113575, 1.963016
2.113575, 2.083817
2.113575, 1.848255
2.113575, 2.186498
2.113575, 1.799935
2.113575, 1.648934
2.113575, 2.059657
2.113575, 2.228778
2.113575, 1.528132
2.113575, 1.093249
2.113575, 2.077777
2.204337, 1.836175
2.204337, 2.361659
2.295821, 2.838823
2.380539, 2.289179
2.471053, 2.198578
2.677238, 1.787855
2.643363, 2.524741
2.608718, 2.168378
2.574420, 2.464340
2.539311, 1.938856
2.504971, 1.987176
2.470461, 2.029457
2.437035, 2.416020
2.402263, 2.065697
2.368278, 2.258978
2.334167, 2.059657
2.300520, 2.409980
2.267736, 2.041537
2.267736, 2.319379
2.200062, 2.204618
2.165722, 2.343539
2.132633, 2.331459
2.098656, 2.313339
2.066270, 2.295219
2.033046, 2.150258
2.033046, 2.144217
2.033046, 2.228778
2.033046, 2.132138
2.033046, 2.162338
2.033046, 2.156298
2.033046, 2.095897
2.033046, 2.162338
2.033046, 2.174418
2.033046, 2.156298
2.033046, 2.138177
2.033046, 2.150258
2.033046, 2.192538
2.033046, 2.192538
2.033046, 2.180458
2.033046, 2.095897
1.955784, 2.204618
1.955784, 2.023417
1.955784, 2.162338
1.955784, 2.138177
1.955784, 2.089857
1.955784, 2.053617
1.955784, 1.757654
1.955784, 2.041537
1.955784, 2.095897
1.955784, 2.035497
1.955784, 1.866375
1.955784, 1.667054
1.955784, 1.842215
1.955784, 1.920736
1.955784, 1.763694
1.955784, 1.775774
1.955784, 1.836175
1.955784, 1.685174
1.955784, 1.697254
2.036241, 1.661014
2.116314, 1.830135
2.200289, 2.005296
2.285661, 2.120057
2.365780, 2.216698
2.447499, 2.313339
2.706859, 2.277099
2.675132, 2.403940
2.641367, 2.428100
2.607154, 2.482460
2.576323, 2.397900
2.542211, 2.536821
2.511659, 2.337499
2.476685, 2.591181
2.444434, 2.210658
2.413890, 2.639502
2.379922, 2.210658
2.345278, 2.373739
2.313847, 2.168378
2.280978, 2.313339
2.280978, 2.107977
2.280978, 2.434140
2.280978, 2.089857
2.280978, 2.059657
2.280978, 2.452260
2.280978, 2.385819
2.280978, 2.361659
2.280978, 1.999256
2.280978, 2.343539
2.280978, 1.963016
2.280978, 2.403940
2.280978, 2.494540
2.280978, 2.107977
2.280978, 2.446220
2.280978, 2.005296
2.280978, 2.464340
2.280978, 2.005296
2.378213, 2.440180
2.378213, 2.162338
2.378213, 2.144217
2.378213, 2.409980
2.378213, 2.059657
2.378213, 2.524741
2.378213, 2.277099
2.378213, 2.216698
2.378213, 2.567021
2.378213, 2.041537
2.378213, 2.506620
2.378213, 2.271059
2.378213, 2.573061
2.378213, 2.222738
2.378213, 2.645542
2.378213, 2.107977
2.378213, 2.536821
2.378213, 2.367699
2.378213, 2.216698
2.378213, 1.775774
2.378213, 1.890535
2.378213, 1.721414
2.378213, 2.367699
2.378213, 2.440180
2.467351, 2.506620
2.646305, 2.307299
2.738419, 2.150258
2.830895, 2.422060
2.830895, 2.071737
3.001144, 1.950936
3.092199, 2.361659
3.092199, 2.337499
3.347564, 2.802583
3.347564, 3.297867
3.347564, 3.020025
3.347564, 2.699902
3.347564, 3.164986
