Distance, Theta
10.801219, -0.016149
11.274758, -0.023482
11.040808, -0.029199
11.370594, -0.024445
10.919604, -0.030834
11.390326, -0.031684
10.851956, -0.030475
11.432606, -0.029591
10.975978, -0.028188
11.077450, -0.029781
11.131005, -0.030436
11.325495, -0.034127
10.902691, -0.029040
11.224023, -0.021920
10.970341, -0.019685
11.319859, -0.018675
11.176105, -0.010527
11.125368, -0.001415
10.857593, 0.001709
11.381869, 0.004791
10.998528, 0.005972
11.393143, 0.014029
10.885779, 0.014605
11.235297, 0.011857
10.880142, 0.018455
11.294490, 0.019886
11.218385, 0.027410
10.902692, 0.024729
11.238116, 0.022273
10.820950, 0.028151
11.333951, 0.025128
11.021077, 0.029209
11.455155, 0.026117
10.843498, 0.028297
11.319859, 0.030441
11.009801, 0.026311
11.232479, 0.018137
11.083088, 0.017235
11.263484, 0.015967
10.936516, 0.008718
11.370595, 0.006199
10.739207, 0.003146
11.102819, -0.002053
10.922422, -0.001075
10.789945, -0.011317
11.190197, -0.008552
10.871686, -0.011997
11.150736, -0.022823
10.950609, -0.025740
11.311402, -0.021690
11.001346, -0.025652
11.331133, -0.024955
10.871686, -0.028119
11.424150, -0.028697
10.998528, -0.023742
11.288852, -0.030910
11.043627, -0.030867
11.517166, -0.036156
10.877323, -0.032664
11.311402, -0.026664
10.990071, -0.029439
11.142280, -0.036809
11.446699, -0.033570
10.894236, -0.029403
11.207109, -0.028238
11.012621, -0.021307
11.367776, -0.020385
10.944973, -0.014842
11.339588, -0.008098
10.922422, -0.009607
11.280396, -0.010024
10.995708, -0.007193
11.218385, -0.002181
11.012621, 0.005729
11.350863, 0.013783
10.877324, 0.011117
11.167648, 0.018337
11.280396, 0.022531
10.978797, 0.015736
11.305763, 0.024271
10.761757, 0.023591
11.350863, 0.025363
11.057719, 0.029820
11.336770, 0.026254
11.009802, 0.023992
11.229660, 0.034677
10.947790, 0.030159
11.195835, 0.029107
11.286035, 0.030548
10.682835, 0.023209
11.319858, 0.027383
10.773032, 0.019946
11.145099, 0.012649
11.150737, 0.015637
10.930880, 0.006399
11.300127, 0.012327
10.959066, 0.014135
11.336771, 0.005589
10.874504, 0.002266
11.176105, 0.000744
10.603911, -0.003203
11.139462, -0.012408
10.981615, -0.020250
11.331133, -0.017752
11.004166, -0.016210
11.319858, -0.013190
11.035171, -0.019053
11.269121, -0.020557
11.300127, -0.022742
11.133824, -0.025739
11.243753, -0.023632
11.071814, -0.025126
11.266303, -0.027145
11.052082, -0.026799
11.291672, -0.025075
10.947791, -0.024831
11.367776, -0.021661
11.066176, -0.023286
11.142281, -0.029659
11.283215, -0.025168
10.984433, -0.031130
11.300127, -0.032045
11.026713, -0.026868
11.164830, -0.025276
10.959065, -0.021315
11.300128, -0.019345
10.908329, -0.023101
11.348045, -0.024050
10.868869, -0.016062
11.328315, -0.011835
11.012621, -0.011962
11.297309, -0.010938
10.913965, -0.012590
11.232479, -0.004359
10.911148, 0.005973
11.373414, 0.007491
11.142281, 0.010064
10.899873, 0.012190
11.252210, 0.012636
11.037990, 0.019256
11.252210, 0.014757
10.995708, 0.013572
11.514347, 0.019845
10.843499, 0.024038
11.232478, 0.020891
11.074632, 0.017507
11.156374, 0.018592
11.232479, 0.023039
11.029532, 0.029367
11.235296, 0.027770
11.094363, 0.027304
11.105638, 0.021244
11.009802, 0.018321
11.054901, 0.027319
11.308584, 0.022257
10.959064, 0.024128
11.263484, 0.024427
10.784307, 0.019628
11.339588, 0.018605
10.967522, 0.013767
11.212749, 0.009385
10.736389, 0.003619
11.238115, 0.010591
10.899873, 0.003046
11.201473, -0.009163
10.928061, -0.008498
11.145100, -0.007454
10.843499, -0.009185
11.060538, -0.014313
11.328314, -0.019245
11.209929, -0.017449
11.184561, -0.017592
10.818131, -0.019490
11.224023, -0.019714
11.052082, -0.025142
11.122549, -0.025274
11.348043, -0.016547
10.837862, -0.023338
11.348045, -0.026143
10.930879, -0.027601
11.325495, -0.029042
11.238115, -0.029792
11.147918, -0.024767
11.209929, -0.029963
10.987252, -0.026609
11.297309, -0.016890
10.874504, -0.020541
11.068994, -0.024791
11.105638, -0.034523
11.066176, -0.037961
11.331133, -0.031456
10.922422, -0.028359
11.021076, -0.032716
11.446699, -0.024627
10.877324, -0.012352
10.840681, -0.005350
11.184560, 0.000563
11.015440, -0.005045
11.116912, 0.000786
11.057720, 0.006770
11.139462, 0.005980
10.947791, 0.017631
11.345226, 0.014239
11.252210, 0.019193
10.959065, 0.018854
11.097181, 0.011878
10.942154, 0.023220
11.240934, 0.016476
11.257847, 0.018602
11.145100, 0.026718
11.006983, 0.019833
11.410055, 0.024668
10.995708, 0.028646
11.395962, 0.026548
11.300127, 0.029935
11.288852, 0.035228
10.908329, 0.021061
11.350863, 0.019938
10.851955, 0.023537
11.235297, 0.021819
11.266302, 0.030497
10.849137, 0.021873
11.277577, 0.010114
10.677197, 0.011483
11.201473, 0.007762
11.077450, 0.007534
11.091543, 0.003926
11.032351, -0.009151
11.243753, -0.004444
10.632097, -0.000481
11.226841, -0.007185
10.967522, -0.009224
11.291672, -0.018703
11.170467, -0.026576
11.235297, -0.018217
11.153555, -0.016468
10.930879, -0.026220
11.328314, -0.020690
11.173286, -0.018390
11.407237, -0.024637
10.795582, -0.027505
11.333951, -0.027564
11.012621, -0.022213
11.339589, -0.020939
11.221204, -0.027722
11.001346, -0.033426
11.224022, -0.027003
11.018257, -0.020805
11.283216, -0.022463
11.139462, -0.029225
11.407237, -0.027206
10.764576, -0.024306
11.319859, -0.027807
10.956246, -0.028682
11.322677, -0.029264
11.009803, -0.022962
11.277577, -0.013086
10.897055, -0.013353
11.240934, -0.012518
11.026714, -0.009598
11.356501, -0.009147
11.122549, -0.006572
11.173286, 0.002468
11.029532, 0.001558
11.280396, 0.009562
10.933698, 0.012050
11.325495, 0.013484
10.908329, 0.016476
11.249391, 0.007582
10.975978, 0.011066
11.193017, 0.017061
11.201472, 0.024545
11.353682, 0.017529
10.770213, 0.010395
11.243753, 0.017289
11.029532, 0.017062
11.167648, 0.010840
10.992889, 0.014152
11.139462, 0.026520
11.043626, 0.027129
11.376232, 0.025128
10.860412, 0.021415
11.283214, 0.017702
10.866049, 0.023108
11.280396, 0.012714
10.978796, 0.007700
11.170468, 0.011347
10.702564, 0.011352
11.395963, 0.017945
10.871686, 0.012582
10.998528, 0.001970
11.294490, 0.005308
10.863230, 0.006286
11.297309, 0.001573
10.744844, 0.002333
11.139462, -0.003631
10.984434, -0.007173
11.215567, -0.011913
10.826587, -0.010721
11.345226, -0.011304
11.085907, -0.017612
11.376232, -0.019665
10.882961, -0.020918
11.367776, -0.019037
10.956247, -0.014774
11.167648, -0.022442
11.415693, -0.024494
10.818131, -0.018432
11.221204, -0.018126
11.037989, -0.013651
11.224022, -0.018562
11.178924, -0.022960
11.094363, -0.017333
11.119732, -0.017959
11.252210, -0.027551
11.170467, -0.028499
11.415694, -0.024837
11.054901, -0.021424
11.291671, -0.018560
10.727933, -0.023113
11.314220, -0.026226
10.854774, -0.019654
11.362139, -0.015920
11.066176, -0.010833
11.181742, -0.012126
11.119731, -0.009608
11.302946, 0.001437
10.787126, 0.006022
11.300127, 0.005475
10.885780, 0.006865
11.291671, 0.005222
10.882961, 0.009870
11.305765, 0.015233
10.899873, 0.013980
11.333950, 0.014286
10.964703, 0.015635
11.426968, 0.018745
10.911148, 0.017856
11.300127, 0.018947
10.950610, 0.018560
11.181742, 0.012462
11.074632, 0.015188
11.108456, 0.007772
11.364957, 0.006436
10.756120, 0.008206
11.063357, 0.012922
11.432605, 0.011995
10.967522, 0.001555
11.325496, -0.000834
10.736388, 0.001905
11.190199, -0.001742
10.835043, -0.004734
11.085907, -0.013557
11.015440, -0.018007
11.240934, -0.016364
10.984434, -0.017856
11.426968, -0.019713
11.001346, -0.017276
11.415693, -0.019011
11.105638, -0.017005
11.283215, -0.013311
11.049263, -0.018222
11.376231, -0.017137
10.933697, -0.015066
11.243752, -0.018922
11.015439, -0.022465
11.305764, -0.026062
10.933698, -0.024173
11.333952, -0.019595
10.964704, -0.025536
11.370594, -0.029716
10.933697, -0.027445
11.390326, -0.021810
10.897055, -0.018283
11.198654, -0.022757
10.868868, -0.034728
11.139462, -0.048122
11.173286, -0.065886
11.249391, -0.081046
10.764576, -0.121212
11.356502, -0.231582
10.119096, -0.151100
10.082453, -0.137722
11.373413, -0.156873
10.902691, -0.144911
10.265668, -0.103446
10.415059, -0.092096
10.353047, -0.073631
10.209294, -0.040902
10.840680, -0.021740
11.725749, -0.012954
11.435425, -0.012600
10.378415, -0.004824
10.730751, -0.014179
11.570722, -0.005367
10.299492, -0.034885
10.899873, -0.020944
11.195835, -0.011289
10.138826, -0.003694
11.480523, -0.006733
11.348044, -0.007580
10.164195, -0.004505
10.172651, -0.015261
11.176105, -0.018091
11.601727, -0.007217
11.328314, -0.000308
11.359319, -0.008793
11.632732, -0.003789
11.068995, 0.000196
11.675013, -0.000195
11.184562, -0.000775
11.441061, -0.004837
11.255028, -0.005265
11.472067, -0.003885
11.032351, 0.000451
11.483341, -0.000007
11.159193, -0.003888
11.542534, -0.002335
10.854774, -0.002121
11.390326, 0.001795
11.068995, 0.002117
11.280396, -0.003519
11.063356, -0.001646
11.305764, 0.000697
10.992889, 0.000497
11.362138, 0.002109
11.147918, -0.001733
11.390326, -0.001876
10.781488, -0.001502
11.280396, -0.002248
10.947790, 0.000775
11.333952, -0.001060
11.100000, -0.003845
11.226841, -0.000303
10.992889, 0.000263
11.438244, 0.004527
10.944972, 0.000040
11.297309, -0.003633
10.916785, 0.000444
11.305764, -0.000409
10.953429, 0.003167
11.317039, 0.000982
11.181742, -0.004453
11.297308, -0.001265
10.806855, 0.000503
11.322677, 0.002677
11.080270, 0.000607
11.136643, -0.005884
11.094362, -0.000088
11.142281, 0.003129
10.933697, -0.000280
11.370594, 0.000730
11.108456, -0.000399
11.376232, -0.000372
10.784307, -0.000221
11.359319, 0.002513
11.006983, 0.003526
11.255028, -0.002320
10.944972, -0.002574
11.274758, 0.000419
10.863230, 0.001886
11.283216, 0.000243
11.114094, -0.003103
11.353683, -0.002284
10.829407, -0.000613
11.263484, 0.000589
10.959065, 0.001652
11.280396, -0.000646
11.085906, 0.000470
11.212748, 0.001014
10.944972, 0.000981
11.359320, 0.004905
11.074633, -0.000720
11.348045, -0.003534
10.815311, -0.001544
11.277578, -0.000530
10.981616, 0.001274
11.274758, -0.001771
11.209929, -0.002657
10.936516, 0.004062
11.283215, 0.000857
10.964703, 0.000648
11.201473, -0.000631
11.187380, -0.003297
11.291670, -0.000115
10.843498, 0.000682
11.280396, 0.003606
10.950610, 0.002413
11.376231, -0.003557
10.964704, -0.002331
11.317039, -0.001337
10.851955, 0.000370
11.311401, 0.002393
11.128186, -0.003873
11.249392, -0.003441
10.857593, 0.001258
11.238115, 0.004878
11.004165, 0.002206
11.350863, -0.002026
10.978797, -0.002298
11.240934, 0.001982
10.908330, 0.001436
11.359320, 0.000747
11.040808, -0.002761
11.142281, -0.001869
10.908329, 0.000034
11.266302, -0.001648
11.066175, -0.000411
11.094362, -0.000719
11.407237, -0.001883
10.835044, 0.000902
11.342408, 0.001454
10.970341, 0.004654
11.178924, 0.000210
11.102818, -0.003033
11.212749, -0.000816
10.995708, 0.001551
11.283215, 0.002201
10.908329, -0.001813
11.395963, -0.003368
10.902692, -0.000541
11.331133, -0.000185
10.888599, 0.001147
11.201473, 0.000178
11.167648, -0.002971
11.266303, 0.001596
10.843499, 0.000440
11.263483, 0.002177
10.964704, 0.001323
11.308583, -0.001990
11.018257, -0.000713
11.215567, -0.000028
10.806856, 0.000438
11.325496, 0.000954
11.032351, -0.000583
11.319858, -0.001100
10.891417, -0.001064
11.300127, -0.000487
10.939335, 0.001455
11.232478, -0.001149
11.074633, -0.000918
11.269122, -0.000337
10.818130, 0.000821
11.350863, 0.002994
10.987251, 0.000930
11.410057, -0.001747
10.837862, -0.000661
11.283215, -0.001561
10.866049, 0.000260
11.288852, -0.001337
11.066175, -0.003066
11.280396, 0.000093
10.789944, 0.001359
11.283215, 0.002204
11.102818, 0.001237
11.311402, -0.002404
10.944973, -0.000407
11.184561, 0.000667
10.950610, 0.000860
11.345226, 0.001493
10.995708, -0.002380
11.238116, -0.001257
10.860412, -0.001791
11.271940, -0.000085
11.054901, 0.001280
11.094363, 0.000378
11.359319, -0.000483
10.806856, 0.000579
11.280396, -0.001096
10.981615, 0.000469
11.249391, 0.002850
11.037989, -0.002290
11.243753, -0.003920
10.885779, 0.001208
11.088726, 0.005051
11.294490, 0.000154
11.001346, -0.002543
11.305764, -0.000168
10.756120, -0.000712
11.283216, 0.000127
10.973159, 0.000301
11.229660, -0.003928
10.885779, 0.000503
11.215566, 0.002109
11.012621, 0.000471
11.350863, 0.002872
11.018258, -0.002957
11.297308, -0.000243
10.722295, 0.001431
11.221203, -0.001357
10.987252, 0.000540
11.255028, -0.003009
10.942154, -0.001761
11.204291, 0.002088
10.882961, 0.000782
11.424150, 0.000443
10.978796, -0.001179
11.367775, -0.002469
10.682834, 0.002537
11.004165, 0.002003
11.362138, 0.001357
10.987252, 0.000331
11.384687, -0.002945
10.781488, 0.002171
11.198653, 0.002118
11.040808, -0.002953
11.350863, -0.001248
11.032351, -0.002475
11.226841, 0.000885
10.820950, 0.001530
11.037989, -0.001089
11.328315, 0.001905
11.018257, -0.002571
11.260665, 0.000876
10.775851, 0.003225
11.195835, -0.000595
11.116913, 0.001759
11.288853, -0.002441
10.978796, -0.002024
11.193017, 0.002007
11.012621, -0.001083
11.415693, 0.001272
10.964703, -0.001265
11.322676, -0.003049
10.680016, 0.001556
11.226841, 0.001172
11.066175, 0.001108
11.314220, -0.002367
11.077450, -0.003188
11.207110, 0.002505
10.820950, 0.000448
11.404419, -0.000755
10.975977, 0.000823
11.353683, -0.002631
10.781488, 0.000336
11.215567, -0.000024
10.944973, -0.000832
11.339589, 0.000829
10.990072, -0.001696
11.336770, 0.000865
10.640553, 0.001082
11.328314, -0.001603
11.032351, 0.001782
11.333951, -0.002365
10.908329, 0.000210
11.240934, 0.002602
10.922422, -0.000447
11.429788, 0.002878
10.992889, -0.001347
11.294490, -0.001160
10.702565, -0.000600
11.094363, -0.016856
11.173286, -0.037417
11.043626, -0.048932
10.902692, -0.063079
11.209929, -0.084390
11.181742, -0.104240
11.249390, -0.125259
11.170466, -0.115875
11.390326, -0.080699
10.970340, -0.046671
11.689106, -0.000172
10.446064, 0.038419
10.820950, 0.062168
11.040808, 0.081839
11.229660, 0.082724
10.939335, 0.094522
11.266302, 0.090814
10.978796, 0.104619
11.142281, 0.117278
11.018258, 0.141766
11.032351, 0.146713
11.649645, 0.148022
11.009803, 0.163576
10.488344, 0.158951
11.074633, 0.218432
10.688471, 0.085256
10.753302, -0.017190
10.161376, -0.069638
11.009802, -0.094753
10.956247, -0.056323
11.559446, -0.044873
10.085272, -0.028750
10.601091, -0.073330
10.237481, -0.110227
10.691289, -0.174387
11.790579, -0.146350
11.432606, -0.113594
11.379050, -0.114886
10.744845, -0.170701
10.919603, -0.160261
11.187380, -0.122191
11.359320, -0.112382
11.565084, -0.108784
10.868867, -0.077283
11.037989, -0.039502
10.479888, -0.023006
10.474251, 0.007134
11.302946, 0.031168
10.722295, 0.058165
10.051448, 0.049931
10.533442, 0.036536
10.722296, 0.038950
10.798401, 0.045457
10.933698, 0.077381
11.356501, 0.072272
10.400966, 0.080780
10.691290, 0.109614
10.054266, 0.109093
11.627095, 0.148181
10.367140, 0.136976
11.460792, 0.178997
11.021077, 0.180211
11.711656, 0.161702
10.564449, 0.092083
10.212113, 0.074530
10.789943, 0.025868
11.068995, -0.045724
10.643372, -0.107832
10.725116, -0.118737
10.680015, -0.075156
11.274759, -0.061551
10.823769, -0.046838
11.032352, -0.019984
10.133188, -0.021973
10.395328, -0.025220
10.508076, -0.089132
11.697562, -0.069898
11.505891, -0.047121
10.054266, -0.035566
10.347410, -0.008352
11.362139, 0.005718
10.482707, 0.004622
11.083088, -0.000659
11.074632, -0.001499
10.496800, -0.004479
10.262849, -0.005436
10.522169, -0.002926
9999, 9999
TargetVelocity, CurrentVelocity
1.887966, 1.757654
1.978908, 1.781815
2.066265, 1.757654
2.153824, 1.926776
2.243684, 2.005296
2.331334, 2.126097
2.421081, 2.162338
2.509633, 2.373739
2.598163, 2.313339
2.688925, 2.319379
2.776665, 2.567021
2.867111, 2.554941
2.956384, 2.887144
3.045049, 2.808623
3.135608, 2.530781
3.223077, 2.742182
3.314065, 2.802583
3.402459, 2.808623
3.493852, 3.146866
3.581502, 3.605909
3.581502, 3.678390
3.844394, 3.309947
3.844394, 2.850903
3.844394, 3.074385
3.844394, 3.219346
3.678329, 3.255587
3.645013, 3.648190
3.611349, 3.563629
3.577499, 3.466988
3.577499, 3.503229
3.577499, 3.128746
3.577499, 3.056265
3.577499, 3.400548
3.577499, 3.551549
3.577499, 3.521349
3.577499, 3.303907
3.577499, 3.092505
3.577499, 3.249547
3.577499, 3.545509
3.577499, 3.539469
3.577499, 3.563629
3.577499, 3.551549
3.577499, 3.545509
3.577499, 3.750871
3.549676, 3.394508
3.510411, 3.303907
3.510411, 3.448868
3.510411, 3.466988
3.510411, 3.418668
3.510411, 3.394508
3.510411, 2.802583
3.510411, 3.388468
3.510411, 3.412628
3.510411, 3.400548
3.510411, 3.732750
3.510411, 3.617990
3.510411, 3.436788
3.510411, 3.315987
3.510411, 3.352227
3.510411, 3.134786
3.510411, 3.291827
3.601578, 3.098545
3.689386, 3.086465
3.778908, 3.346187
3.955516, 3.297867
4.045578, 3.237466
4.131853, 3.587789
4.222592, 3.968313
4.310265, 4.270315
4.400689, 4.318635
4.489985, 4.191794
4.711906, 4.089113
4.711906, 3.672350
4.711906, 3.895832
4.711906, 4.161594
4.711906, 3.835431
4.711906, 3.527389
4.711906, 3.533429
4.711906, 3.273707
4.711906, 3.080425
4.711906, 3.551549
4.711906, 3.297867
4.711906, 3.207266
4.711906, 3.406588
4.800436, 3.660270
4.890860, 3.672350
4.977698, 3.406588
5.067918, 3.303907
5.154666, 3.195186
5.334589, 3.140826
5.334589, 2.971704
5.510926, 3.521349
5.510926, 3.491148
5.690195, 3.497189
5.780438, 3.750871
5.780438, 4.113274
5.957745, 4.481717
6.045868, 4.687078
6.135954, 4.517957
6.225205, 3.732750
6.500000, 3.563629
6.500000, 3.660270
6.500000, 3.974352
6.500000, 4.445477
6.500000, 4.753519
6.500000, 4.149514
6.500000, 3.865632
6.500000, 4.077034
6.500000, 4.119314
6.500000, 3.926032
6.500000, 4.010593
6.500000, 4.040793
6.500000, 4.004553
6.500000, 4.016633
6.500000, 4.095153
6.500000, 4.342795
6.500000, 4.300515
6.500000, 4.252195
6.500000, 4.185754
6.500000, 4.270315
6.500000, 4.276355
6.500000, 4.306555
6.500000, 4.276355
6.500000, 4.360916
6.500000, 4.578357
6.500000, 4.674998
6.500000, 4.699158
6.500000, 4.523997
6.500000, 4.566278
6.500000, 4.560237
6.500000, 4.584397
6.500000, 4.632718
6.500000, 4.765599
6.500000, 4.795799
6.500000, 4.723319
6.500000, 4.711238
6.342794, 4.771639
6.276017, 5.007201
6.242903, 4.868280
6.209264, 4.832039
6.176370, 4.880360
6.109085, 5.097802
6.076859, 4.934721
6.042908, 4.946800
6.010453, 5.055521
5.943744, 5.206522
5.910038, 5.067601
5.877685, 5.037401
5.843878, 5.067601
5.776635, 5.260883
5.744240, 5.200482
5.710415, 5.176322
5.643866, 5.109882
5.610617, 5.303164
5.577063, 5.266923
5.510378, 5.279003
5.477104, 5.279003
5.443550, 5.242763
5.409912, 5.206522
5.343193, 5.037401
5.310155, 5.206522
5.276136, 5.097802
5.209908, 5.013241
5.177209, 5.460205
5.143807, 5.085721
5.077165, 4.952840
5.043434, 4.970961
5.011191, 4.681038
4.977485, 4.964921
4.943619, 4.910560
4.877036, 4.717278
4.844438, 4.880360
4.810639, 4.747479
4.776925, 4.711238
4.743853, 4.608558
4.677186, 4.469636
4.643116, 4.723319
4.609748, 4.542117
4.575696, 4.439436
4.543267, 4.445477
4.509197, 4.385076
4.476278, 4.481717
4.409052, 4.270315
4.375254, 4.318635
4.342597, 4.052873
4.308324, 4.366956
4.275540, 4.258235
4.241377, 4.185754
4.208965, 4.137434
4.208965, 3.998513
4.208965, 4.167634
4.208965, 4.083073
4.208965, 4.155554
4.208965, 3.974352
4.208965, 4.004553
4.044903, 3.919992
4.011332, 3.932072
3.977770, 3.919992
3.944047, 3.787111
3.911652, 3.956232
3.877921, 3.817311
3.845331, 3.732750
3.811287, 3.611949
3.778156, 3.811271
3.778156, 3.587789
3.778156, 3.738791
3.778156, 3.636110
3.778156, 3.781071
3.744188, 3.587789
3.711505, 3.666310
3.677580, 3.714630
3.677580, 3.678390
3.677580, 3.611949
3.677580, 3.593829
3.677580, 3.521349
3.677580, 3.690470
3.677580, 3.557589
3.677580, 3.630070
3.677580, 3.708590
3.677580, 3.636110
3.677580, 3.853551
3.677580, 3.720670
3.677580, 3.394508
3.677580, 3.473028
3.677580, 3.714630
3.677580, 3.599869
3.825181, 3.799191
3.825181, 3.732750
3.825181, 3.756911
3.825181, 3.974352
3.825181, 3.539469
3.825181, 3.563629
3.825181, 3.581749
3.825181, 3.787111
3.825181, 3.799191
3.825181, 4.004553
3.825181, 3.726711
3.825181, 2.645542
3.825181, 3.086465
3.825181, 3.575709
3.825181, 3.859591
3.825181, 3.847512
3.878543, 3.768991
3.878543, 3.714630
3.878543, 3.841471
3.878543, 4.113274
3.721190, 3.877712
3.688220, 3.430748
3.621493, 3.473028
3.587745, 3.473028
3.554073, 3.315987
3.521627, 3.515309
3.487803, 3.213306
3.454892, 2.808623
3.421524, 2.295219
3.387311, 3.479069
3.354603, 3.370347
3.288130, 3.376388
3.254162, 3.177066
3.119878, 3.249547
3.119878, 3.086465
3.119878, 2.869023
3.119878, 2.820703
3.119878, 3.092505
3.119878, 2.893184
3.119878, 2.385819
3.119878, 2.409980
3.119878, 3.225386
3.119878, 3.110626
3.119878, 3.183106
3.119878, 3.273707
3.119878, 3.050225
3.119878, 3.352227
2.947815, 2.869023
2.914262, 2.887144
2.882137, 2.887144
2.848710, 2.796543
2.815884, 2.730102
2.782465, 2.814663
2.748388, 2.434140
2.714893, 2.434140
2.681804, 2.742182
2.648699, 2.409980
2.614756, 2.597221
2.581997, 2.385819
2.515287, 2.542861
2.481624, 2.295219
2.448671, 2.458300
2.415337, 2.301259
2.382527, 2.482460
2.348644, 2.065697
2.315716, 2.440180
2.315716, 2.065697
2.282796, 2.379779
2.248871, 2.029457
2.216383, 2.186498
2.182609, 2.428100
2.149351, 2.150258
2.115823, 2.083817
2.082176, 2.222738
2.014985, 2.174418
2.014985, 2.246898
2.014985, 2.005296
2.014985, 2.180458
2.014985, 1.987176
2.014985, 1.963016
2.014985, 1.914696
2.014985, 2.114017
2.014985, 1.745574
2.014985, 1.497932
2.014985, 1.824095
2.014985, 1.999256
2.014985, 1.117409
2.014985, 2.204618
2.014985, 1.944896
2.014985, 2.071737
2.014985, 2.240858
2.014985, 2.271059
2.014985, 1.944896
2.014985, 2.198578
2.014985, 1.709334
2.014985, 2.017376
2.014985, 2.252939
2.014985, 2.210658
2.107415, 1.044929
2.107415, 1.250290
2.189022, 2.234818
2.352889, 2.452260
2.437405, 1.721414
2.525326, 1.352971
2.606594, 1.485852
2.696928, 1.745574
2.981677, 1.636853
2.981677, 2.005296
2.981677, 1.896575
2.981677, 2.271059
2.981677, 2.186498
2.981677, 2.180458
2.981677, 2.114017
2.981677, 2.198578
2.981677, 2.440180
2.810663, 2.331459
2.776881, 2.699902
2.742726, 2.397900
2.742726, 2.506620
2.742726, 2.560981
2.742726, 2.875063
2.742726, 2.597221
2.742726, 2.639502
2.742726, 2.675742
2.742726, 2.844863
2.742726, 2.591181
2.742726, 2.663662
2.742726, 2.693862
2.742726, 2.784463
2.742726, 2.881104
2.742726, 2.675742
2.742726, 2.784463
2.606917, 2.536821
2.606917, 2.603261
2.606917, 2.506620
2.606917, 2.500581
2.606917, 2.367699
2.606917, 2.766343
2.606917, 2.331459
2.606917, 2.536821
2.606917, 2.319379
2.606917, 2.494540
2.606917, 2.488500
2.606917, 2.524741
2.606917, 2.621382
2.606917, 2.506620
2.606917, 2.518701
2.606917, 2.440180
2.606917, 2.567021
2.694184, 2.506620
2.874219, 2.573061
2.961959, 2.681782
3.051458, 3.068345
3.138657, 3.195186
3.228292, 3.183106
3.319324, 2.645542
3.403908, 2.929424
3.493271, 3.430748
3.579704, 3.636110
3.668977, 2.754262
3.757213, 2.850903
3.847434, 3.334107
3.934137, 3.007945
4.024831, 3.038145
4.112706, 3.364307
4.203107, 3.654230
4.416336, 3.430748
4.416336, 3.158946
4.416336, 3.164986
4.416336, 3.219346
4.508090, 3.352227
4.594365, 3.442828
4.684788, 3.539469
4.772912, 3.581749
4.862591, 3.545509
4.951842, 3.762951
5.042288, 3.551549
5.129577, 3.569669
5.219933, 3.642150
5.307403, 3.684430
5.397826, 3.901872
5.484619, 3.871672
5.574772, 3.871672
5.662760, 4.052873
5.753004, 3.901872
5.840158, 4.125354
5.930108, 4.064953
6.017239, 3.974352
6.108384, 4.022673
6.196282, 3.992473
6.284203, 4.215954
6.500000, 4.318635
6.500000, 4.185754
6.500000, 4.167634
6.500000, 4.167634
6.500000, 4.360916
6.500000, 4.336755
6.500000, 4.324676
6.500000, 4.354876
6.500000, 4.294475
6.500000, 4.463596
6.500000, 4.433396
6.500000, 4.463596
6.500000, 4.457556
6.500000, 4.421316
6.500000, 4.391116
6.500000, 4.469636
6.500000, 4.530037
6.500000, 4.511917
6.500000, 4.602518
6.500000, 4.542117
6.500000, 4.554197
6.500000, 4.620638
6.500000, 4.662918
6.500000, 4.693119
6.500000, 4.681038
6.500000, 4.711238
6.500000, 4.711238
6.500000, 4.874320
6.500000, 4.825999
6.500000, 4.813920
6.500000, 4.801839
6.500000, 4.928680
6.500000, 4.958880
6.500000, 4.928680
6.500000, 4.952840
6.500000, 4.952840
6.500000, 4.970961
6.500000, 4.983041
6.500000, 5.031361
6.500000, 5.073641
6.500000, 5.109882
6.500000, 5.109882
6.500000, 5.103842
6.500000, 5.158202
6.500000, 5.140082
6.500000, 5.146122
6.500000, 5.158202
6.500000, 5.303164
6.500000, 5.345444
6.500000, 5.309203
6.500000, 5.285043
6.500000, 5.327323
6.500000, 5.381684
6.500000, 5.430005
6.500000, 5.309203
6.500000, 5.454165
6.500000, 5.454165
6.500000, 5.532685
6.500000, 5.568925
6.500000, 5.442084
6.500000, 5.538725
6.500000, 5.472285
6.500000, 5.496445
6.500000, 5.520605
6.500000, 5.478325
6.500000, 5.617246
6.500000, 5.562885
6.500000, 5.593086
6.500000, 5.587046
6.500000, 5.587046
6.500000, 5.593086
6.500000, 5.689726
6.500000, 5.599126
6.500000, 5.629326
6.500000, 5.822608
6.500000, 5.834688
6.500000, 5.810527
6.500000, 5.810527
6.500000, 5.738047
6.500000, 5.695766
6.500000, 5.647446
6.500000, 5.738047
6.500000, 5.852808
6.500000, 5.798448
6.500000, 5.822608
6.500000, 5.780327
6.500000, 5.792408
6.500000, 5.804487
6.500000, 5.774287
6.500000, 5.852808
6.500000, 5.822608
6.500000, 5.828648
6.500000, 5.913208
6.500000, 5.750127
6.500000, 5.780327
6.500000, 5.979649
6.500000, 5.870928
6.500000, 5.876968
6.500000, 5.931328
6.500000, 5.756167
6.500000, 5.901128
6.500000, 5.961529
6.500000, 5.925288
6.500000, 6.003809
6.500000, 6.021929
6.500000, 5.973609
6.500000, 6.027969
6.500000, 6.106490
6.500000, 6.215211
6.500000, 6.287692
6.500000, 6.233331
6.500000, 6.034009
6.500000, 6.034009
6.500000, 6.106490
